item	Genome_ID	Species	RefSeq	Assembly_ID	Assembly_ID_norm	Strain	Genome_in_HOMD	HOMD_ID	G_ID
H_parainfluenzae_str_LC_1315_18_id_GCA_004104465_2	H_parainfluenzae_str_LC_1315_18_id_GCA_004104465_2	H_parainfluenzae	Yes	GCA_004104465_2	GCA_004104465.2	LC_1315_18	no	NA	G_0967
H_parainfluenzae_str_NCTC10665_id_GCA_900638025_1	H_parainfluenzae_str_NCTC10665_id_GCA_900638025_1	H_parainfluenzae	Yes	GCA_900638025_1	GCA_900638025.1	NCTC10665	no	NA	G_0968
H_parainfluenzae_str_M1C152_1_id_GCA_014931295_1	H_parainfluenzae_str_M1C152_1_id_GCA_014931295_1	H_parainfluenzae	Yes	GCA_014931295_1	GCA_014931295.1	M1C152_1	no	NA	G_0969
H_parainfluenzae_str_M1C160_1_id_GCA_014931275_1	H_parainfluenzae_str_M1C160_1_id_GCA_014931275_1	H_parainfluenzae	Yes	GCA_014931275_1	GCA_014931275.1	M1C160_1	no	NA	G_0970
H_parainfluenzae_str_M1C149_1_id_GCA_014931315_1	H_parainfluenzae_str_M1C149_1_id_GCA_014931315_1	H_parainfluenzae	Yes	GCA_014931315_1	GCA_014931315.1	M1C149_1	no	NA	G_0971
H_parainfluenzae_str_M1C120_2_id_GCA_014931455_1	H_parainfluenzae_str_M1C120_2_id_GCA_014931455_1	H_parainfluenzae	Yes	GCA_014931455_1	GCA_014931455.1	M1C120_2	no	NA	G_0972
H_parainfluenzae_str_M1C130_2_id_GCA_014931415_1	H_parainfluenzae_str_M1C130_2_id_GCA_014931415_1	H_parainfluenzae	Yes	GCA_014931415_1	GCA_014931415.1	M1C130_2	no	NA	G_0973
H_parainfluenzae_str_M1C125_4_id_GCA_014931435_1	H_parainfluenzae_str_M1C125_4_id_GCA_014931435_1	H_parainfluenzae	Yes	GCA_014931435_1	GCA_014931435.1	M1C125_4	no	NA	G_0974
H_parainfluenzae_str_M1C146_1_id_GCA_014931355_1	H_parainfluenzae_str_M1C146_1_id_GCA_014931355_1	H_parainfluenzae	Yes	GCA_014931355_1	GCA_014931355.1	M1C146_1	no	NA	G_0975
H_parainfluenzae_str_M1C113_1_id_GCA_014931475_1	H_parainfluenzae_str_M1C113_1_id_GCA_014931475_1	H_parainfluenzae	Yes	GCA_014931475_1	GCA_014931475.1	M1C113_1	no	NA	G_0976
H_parainfluenzae_str_M1C142_1_id_GCA_014931375_1	H_parainfluenzae_str_M1C142_1_id_GCA_014931375_1	H_parainfluenzae	Yes	GCA_014931375_1	GCA_014931375.1	M1C142_1	no	NA	G_0977
H_parainfluenzae_str_M1C147_1_id_GCA_014931335_1	H_parainfluenzae_str_M1C147_1_id_GCA_014931335_1	H_parainfluenzae	Yes	GCA_014931335_1	GCA_014931335.1	M1C147_1	no	NA	G_0978
H_parainfluenzae_str_ATCC_33392_id_GCA_000191405_1	H_parainfluenzae_str_ATCC_33392_id_GCA_000191405_1	H_parainfluenzae	Yes	GCA_000191405_1	GCA_000191405.1	ATCC_33392	yes	HMT_718	G_0979
H_parainfluenzae_str_NCTC_7857_id_GCA_900450845_1	H_parainfluenzae_str_NCTC_7857_id_GCA_900450845_1	H_parainfluenzae	Yes	GCA_900450845_1	GCA_900450845.1	NCTC_7857	no	NA	G_0980
H_parainfluenzae_str_ATCC_33392_id_GCA_000746485_1	H_parainfluenzae_str_ATCC_33392_id_GCA_000746485_1	H_parainfluenzae	Yes	GCA_000746485_1	GCA_000746485.1	ATCC_33392	no	NA	G_0981
H_parainfluenzae_str_HK2019_id_GCA_000261285_1	H_parainfluenzae_str_HK2019_id_GCA_000261285_1	H_parainfluenzae	Yes	GCA_000261285_1	GCA_000261285.1	HK2019	yes	HMT_718	G_0982
H_parainfluenzae_str_HK262_id_GCA_000259485_1	H_parainfluenzae_str_HK262_id_GCA_000259485_1	H_parainfluenzae	Yes	GCA_000259485_1	GCA_000259485.1	HK262	yes	HMT_718	G_0983
H_parainfluenzae_str_T3T1_id_GCA_000210895_1	H_parainfluenzae_str_T3T1_id_GCA_000210895_1	H_parainfluenzae	Yes	GCA_000210895_1	GCA_000210895.1	T3T1	yes	HMT_718	G_0984
H_paraphrohaemolyticus_str_NCTC10671_id_GCA_900451065_1	H_paraphrohaemolyticus_str_NCTC10671_id_GCA_900451065_1	H_paraphrohaemolyticus	Yes	GCA_900451065_1	GCA_900451065.1	NCTC10671	no	NA	G_0985
H_paraphrohaemolyticus_str_CCUG_3718_id_GCA_002015045_1	H_paraphrohaemolyticus_str_CCUG_3718_id_GCA_002015045_1	H_paraphrohaemolyticus	Yes	GCA_002015045_1	GCA_002015045.1	CCUG_3718	no	NA	G_0986
H_paraphrohaemolyticus_str_C2014016342_id_GCA_003253115_1	H_paraphrohaemolyticus_str_C2014016342_id_GCA_003253115_1	H_paraphrohaemolyticus	Yes	GCA_003253115_1	GCA_003253115.1	C2014016342	no	NA	G_0987
H_paraphrohaemolyticus_str_HK411_id_GCA_000260675_1	H_paraphrohaemolyticus_str_HK411_id_GCA_000260675_1	H_paraphrohaemolyticus	Yes	GCA_000260675_1	GCA_000260675.1	HK411	yes	HMT_35	G_0988
H_pittmaniae_str_NCTC13335_id_GCA_900450865_1	H_pittmaniae_str_NCTC13335_id_GCA_900450865_1	H_pittmaniae	Yes	GCA_900450865_1	GCA_900450865.1	NCTC13335	no	NA	G_0989
H_pittmaniae_str_NCTC13334_id_GCA_900186995_1	H_pittmaniae_str_NCTC13334_id_GCA_900186995_1	H_pittmaniae	Yes	GCA_900186995_1	GCA_900186995.1	NCTC13334	no	NA	G_0990
H_pittmaniae_str_HK_85_id_GCA_000223275_2	H_pittmaniae_str_HK_85_id_GCA_000223275_2	H_pittmaniae	Yes	GCA_000223275_2	GCA_000223275.2	HK_85	yes	HMT_946	G_0991
H_seminalis_str_SZY_H2_id_GCA_008605885_1	H_seminalis_str_SZY_H2_id_GCA_008605885_1	H_seminalis	Yes	GCA_008605885_1	GCA_008605885.1	SZY_H2	no	NA	G_0992
H_seminalis_str_SZY_H1_id_GCA_006384255_1	H_seminalis_str_SZY_H1_id_GCA_006384255_1	H_seminalis	Yes	GCA_006384255_1	GCA_006384255.1	SZY_H1	no	NA	G_0993
H_sp_str_C1_id_GCA_001276515_1	H_sp_str_C1_id_GCA_001276515_1	H_sp	Yes	GCA_001276515_1	GCA_001276515.1	C1	yes	HMT_851	G_0994
H_sp_str_CCUG_60358_id_GCA_001679485_1	H_sp_str_CCUG_60358_id_GCA_001679485_1	H_sp	Yes	GCA_001679485_1	GCA_001679485.1	CCUG_60358	yes	HMT_718	G_0995
H_sp_HMT_036_str_ccug_66565_id_GCA_001679495_1	H_sp_HMT_036_str_ccug_66565_id_GCA_001679495_1	H_sp_HMT_036	Yes	GCA_001679495_1	GCA_001679495.1	ccug_66565	yes	HMT_36	G_0996
H_sp_str_HMSC061E01_id_GCA_001810345_1	H_sp_str_HMSC061E01_id_GCA_001810345_1	H_sp	Yes	GCA_001810345_1	GCA_001810345.1	HMSC061E01	yes	HMT_718	G_0997
H_sp_str_HMSC066A11_id_GCA_001811665_1	H_sp_str_HMSC066A11_id_GCA_001811665_1	H_sp	Yes	GCA_001811665_1	GCA_001811665.1	HMSC066A11	yes	HMT_641	G_0998
H_sp_str_HMSC066D02_id_GCA_001810545_1	H_sp_str_HMSC066D02_id_GCA_001810545_1	H_sp	Yes	GCA_001810545_1	GCA_001810545.1	HMSC066D02	yes	HMT_718	G_0999
H_sp_str_HMSC066D03_id_GCA_001811025_1	H_sp_str_HMSC066D03_id_GCA_001811025_1	H_sp	Yes	GCA_001811025_1	GCA_001811025.1	HMSC066D03	yes	HMT_718	G_1000
H_sp_str_HMSC068C11_id_GCA_001815355_1	H_sp_str_HMSC068C11_id_GCA_001815355_1	H_sp	Yes	GCA_001815355_1	GCA_001815355.1	HMSC068C11	yes	HMT_718	G_1001
H_sp_str_HMSC071C11_id_GCA_001837655_1	H_sp_str_HMSC071C11_id_GCA_001837655_1	H_sp	Yes	GCA_001837655_1	GCA_001837655.1	HMSC071C11	yes	HMT_641	G_1002
H_sp_str_HMSC073C03_id_GCA_001814055_1	H_sp_str_HMSC073C03_id_GCA_001814055_1	H_sp	Yes	GCA_001814055_1	GCA_001814055.1	HMSC073C03	yes	HMT_718	G_1003
H_sp_str_HMSC61B11_id_GCA_001838615_1	H_sp_str_HMSC61B11_id_GCA_001838615_1	H_sp	Yes	GCA_001838615_1	GCA_001838615.1	HMSC61B11	yes	HMT_718	G_1004
H_sp_str_HMSC71H05_id_GCA_001838635_1	H_sp_str_HMSC71H05_id_GCA_001838635_1	H_sp	Yes	GCA_001838635_1	GCA_001838635.1	HMSC71H05	yes	HMT_718	G_1005
H_sp_str_Marseille_P9675_id_GCA_916862695_1	H_sp_str_Marseille_P9675_id_GCA_916862695_1	H_sp	Yes	GCA_916862695_1	GCA_916862695.1	Marseille_P9675	no	NA	G_1006
H_sp_str_Marseille_Q0026_id_GCA_916856725_1	H_sp_str_Marseille_Q0026_id_GCA_916856725_1	H_sp	Yes	GCA_916856725_1	GCA_916856725.1	Marseille_Q0026	no	NA	G_1007
H_sp_HMT_036_str_F0629_id_GCA_002998595_1	H_sp_HMT_036_str_F0629_id_GCA_002998595_1	H_sp_HMT_036	Yes	GCA_002998595_1	GCA_002998595.1	F0629	yes	HMT_36	G_1008
H_sp_str_F0397_id_GCA_000242295_1	H_sp_str_F0397_id_GCA_000242295_1	H_sp	Yes	GCA_000242295_1	GCA_000242295.1	F0397	yes	HMT_851	G_1009
H_sp_str_SZY_H35_id_GCA_018829705_1	H_sp_str_SZY_H35_id_GCA_018829705_1	H_sp	Yes	GCA_018829705_1	GCA_018829705.1	SZY_H35	no	NA	G_1010
H_sp_str_SZY_H36_id_GCA_018829625_1	H_sp_str_SZY_H36_id_GCA_018829625_1	H_sp	Yes	GCA_018829625_1	GCA_018829625.1	SZY_H36	no	NA	G_1011
H_sp_str_SZY_H68_id_GCA_018829685_1	H_sp_str_SZY_H68_id_GCA_018829685_1	H_sp	Yes	GCA_018829685_1	GCA_018829685.1	SZY_H68	no	NA	G_1012
H_sp_str_SZY_H8_id_GCA_018829755_1	H_sp_str_SZY_H8_id_GCA_018829755_1	H_sp	Yes	GCA_018829755_1	GCA_018829755.1	SZY_H8	no	NA	G_1013
H_sputorum_str_C2015005679_id_GCA_003252875_1	H_sputorum_str_C2015005679_id_GCA_003252875_1	H_sputorum	Yes	GCA_003252875_1	GCA_003252875.1	C2015005679	no	NA	G_1014
H_sputorum_str_C2002001239_id_GCA_003252715_1	H_sputorum_str_C2002001239_id_GCA_003252715_1	H_sputorum	Yes	GCA_003252715_1	GCA_003252715.1	C2002001239	no	NA	G_1015
H_sputorum_str_C2015005473_id_GCA_003252855_1	H_sputorum_str_C2015005473_id_GCA_003252855_1	H_sputorum	Yes	GCA_003252855_1	GCA_003252855.1	C2015005473	no	NA	G_1016
H_sputorum_str_CCUG_13788_id_GCA_000238795_2	H_sputorum_str_CCUG_13788_id_GCA_000238795_2	H_sputorum	Yes	GCA_000238795_2	GCA_000238795.2	CCUG_13788	no	NA	G_1017
H_sputorum_str_HK_2154_id_GCA_000287615_1	H_sputorum_str_HK_2154_id_GCA_000287615_1	H_sputorum	Yes	GCA_000287615_1	GCA_000287615.1	HK_2154	yes	HMT_944	G_1018
A_sp_HMT_458_str_W10330_id_GCA_000466335_1	A_sp_HMT_458_str_W10330_id_GCA_000466335_1	A_sp_HMT_458	Yes	GCA_000466335_1	GCA_000466335.1	W10330	yes	HMT_458	G_1019
A_sp_str_Marseille_P9115_id_GCA_920939465_1	A_sp_str_Marseille_P9115_id_GCA_920939465_1	A_sp	Yes	GCA_920939465_1	GCA_920939465.1	Marseille_P9115	no	NA	G_1020
A_sp_str_2125159857_id_GCA_017798005_1	A_sp_str_2125159857_id_GCA_017798005_1	A_sp	Yes	GCA_017798005_1	GCA_017798005.1	2125159857	no	NA	G_1021
A_segnis_str_C2001002503_id_GCA_003252685_1	A_segnis_str_C2001002503_id_GCA_003252685_1	A_segnis	Yes	GCA_003252685_1	GCA_003252685.1	C2001002503	no	NA	G_1022
A_segnis_str_PN_651_id_GCA_003130325_1	A_segnis_str_PN_651_id_GCA_003130325_1	A_segnis	Yes	GCA_003130325_1	GCA_003130325.1	PN_651	no	NA	G_1023
A_segnis_str_HK_296_id_GCA_003130075_1	A_segnis_str_HK_296_id_GCA_003130075_1	A_segnis	Yes	GCA_003130075_1	GCA_003130075.1	HK_296	no	NA	G_1024
A_segnis_str_CCUG_46700_id_GCA_003130095_1	A_segnis_str_CCUG_46700_id_GCA_003130095_1	A_segnis	Yes	GCA_003130095_1	GCA_003130095.1	CCUG_46700	no	NA	G_1025
A_segnis_str_PN_450_id_GCA_003130345_1	A_segnis_str_PN_450_id_GCA_003130345_1	A_segnis	Yes	GCA_003130345_1	GCA_003130345.1	PN_450	no	NA	G_1026
A_segnis_str_C2000002669_id_GCA_003252645_1	A_segnis_str_C2000002669_id_GCA_003252645_1	A_segnis	Yes	GCA_003252645_1	GCA_003252645.1	C2000002669	no	NA	G_1027
A_segnis_str_933_AAPH_id_GCA_001059425_1	A_segnis_str_933_AAPH_id_GCA_001059425_1	A_segnis	Yes	GCA_001059425_1	GCA_001059425.1	933_AAPH	no	NA	G_1028
A_sp_str_W11186_id_GCA_018128305_1	A_sp_str_W11186_id_GCA_018128305_1	A_sp	Yes	GCA_018128305_1	GCA_018128305.1	W11186	no	NA	G_1029
A_aphrophilus_str_FDAARGOS_248_id_GCA_002083125_2	A_aphrophilus_str_FDAARGOS_248_id_GCA_002083125_2	A_aphrophilus	Yes	GCA_002083125_2	GCA_002083125.2	FDAARGOS_248	no	NA	G_1030
A_aphrophilus_str_C2008001229_id_GCA_003252965_1	A_aphrophilus_str_C2008001229_id_GCA_003252965_1	A_aphrophilus	Yes	GCA_003252965_1	GCA_003252965.1	C2008001229	no	NA	G_1031
A_aphrophilus_str_C2008003249_id_GCA_003252995_1	A_aphrophilus_str_C2008003249_id_GCA_003252995_1	A_aphrophilus	Yes	GCA_003252995_1	GCA_003252995.1	C2008003249	no	NA	G_1032
A_aphrophilus_str_C2008001782_id_GCA_003252805_1	A_aphrophilus_str_C2008001782_id_GCA_003252805_1	A_aphrophilus	Yes	GCA_003252805_1	GCA_003252805.1	C2008001782	no	NA	G_1033
A_aphrophilus_str_C2010020251_id_GCA_003252835_1	A_aphrophilus_str_C2010020251_id_GCA_003252835_1	A_aphrophilus	Yes	GCA_003252835_1	GCA_003252835.1	C2010020251	no	NA	G_1034
A_aphrophilus_str_C2009017515_id_GCA_003253035_1	A_aphrophilus_str_C2009017515_id_GCA_003253035_1	A_aphrophilus	Yes	GCA_003253035_1	GCA_003253035.1	C2009017515	no	NA	G_1035
A_aphrophilus_str_CCUG_11575_id_GCA_003130375_1	A_aphrophilus_str_CCUG_11575_id_GCA_003130375_1	A_aphrophilus	Yes	GCA_003130375_1	GCA_003130375.1	CCUG_11575	no	NA	G_1036
A_aphrophilus_str_ATCC_7901_id_GCA_001680805_1	A_aphrophilus_str_ATCC_7901_id_GCA_001680805_1	A_aphrophilus	Yes	GCA_001680805_1	GCA_001680805.1	ATCC_7901	no	NA	G_1037
A_aphrophilus_str_PN_444_id_GCA_003130145_1	A_aphrophilus_str_PN_444_id_GCA_003130145_1	A_aphrophilus	Yes	GCA_003130145_1	GCA_003130145.1	PN_444	no	NA	G_1038
A_aphrophilus_str_PN_521_id_GCA_003130195_1	A_aphrophilus_str_PN_521_id_GCA_003130195_1	A_aphrophilus	Yes	GCA_003130195_1	GCA_003130195.1	PN_521	no	NA	G_1039
A_aphrophilus_str_C2008000870_id_GCA_003252955_1	A_aphrophilus_str_C2008000870_id_GCA_003252955_1	A_aphrophilus	Yes	GCA_003252955_1	GCA_003252955.1	C2008000870	no	NA	G_1040
A_aphrophilus_str_PN_517_id_GCA_003130125_1	A_aphrophilus_str_PN_517_id_GCA_003130125_1	A_aphrophilus	Yes	GCA_003130125_1	GCA_003130125.1	PN_517	no	NA	G_1041
A_aphrophilus_str_HK_319_id_GCA_003130365_1	A_aphrophilus_str_HK_319_id_GCA_003130365_1	A_aphrophilus	Yes	GCA_003130365_1	GCA_003130365.1	HK_319	no	NA	G_1042
A_aphrophilus_str_ATCC_19415_id_GCA_001680765_1	A_aphrophilus_str_ATCC_19415_id_GCA_001680765_1	A_aphrophilus	Yes	GCA_001680765_1	GCA_001680765.1	ATCC_19415	no	NA	G_1043
A_aphrophilus_str_HK83_id_GCA_003703745_1	A_aphrophilus_str_HK83_id_GCA_003703745_1	A_aphrophilus	Yes	GCA_003703745_1	GCA_003703745.1	HK83	no	NA	G_1044
A_aphrophilus_str_NCTC5908_id_GCA_900445195_1	A_aphrophilus_str_NCTC5908_id_GCA_900445195_1	A_aphrophilus	Yes	GCA_900445195_1	GCA_900445195.1	NCTC5908	no	NA	G_1045
A_kilianii_str_PN_649_id_GCA_003130015_1	A_kilianii_str_PN_649_id_GCA_003130015_1	A_kilianii	Yes	GCA_003130015_1	GCA_003130015.1	PN_649	no	NA	G_1046
A_kilianii_str_PN_528_id_GCA_003130255_1	A_kilianii_str_PN_528_id_GCA_003130255_1	A_kilianii	Yes	GCA_003130255_1	GCA_003130255.1	PN_528	no	NA	G_1047
A_segnis_str_FDAARGOS_987_id_GCA_016127115_1	A_segnis_str_FDAARGOS_987_id_GCA_016127115_1	A_segnis	Yes	GCA_016127115_1	GCA_016127115.1	FDAARGOS_987	no	NA	G_1048
A_aphrophilus_str_W10433_id_GCA_001262035_1	A_aphrophilus_str_W10433_id_GCA_001262035_1	A_aphrophilus	Yes	GCA_001262035_1	GCA_001262035.1	W10433	yes	HMT_720	G_1049
A_aphrophilus_str_NCTC11096_id_GCA_900478265_1	A_aphrophilus_str_NCTC11096_id_GCA_900478265_1	A_aphrophilus	Yes	GCA_900478265_1	GCA_900478265.1	NCTC11096	no	NA	G_1050
A_segnis_str_ATCC_33393_id_GCA_000185305_1	A_segnis_str_ATCC_33393_id_GCA_000185305_1	A_segnis	Yes	GCA_000185305_1	GCA_000185305.1	ATCC_33393	yes	HMT_762	G_1051
A_kilianii_str_PN_452_id_GCA_003130055_1	A_kilianii_str_PN_452_id_GCA_003130055_1	A_kilianii	Yes	GCA_003130055_1	GCA_003130055.1	PN_452	no	NA	G_1052
A_kilianii_str_PN_755_id_GCA_003129975_1	A_kilianii_str_PN_755_id_GCA_003129975_1	A_kilianii	Yes	GCA_003129975_1	GCA_003129975.1	PN_755	no	NA	G_1053
A_kilianii_str_PN_537_id_GCA_003130035_1	A_kilianii_str_PN_537_id_GCA_003130035_1	A_kilianii	Yes	GCA_003130035_1	GCA_003130035.1	PN_537	no	NA	G_1054
A_kilianii_str_PN_522_id_GCA_003130285_1	A_kilianii_str_PN_522_id_GCA_003130285_1	A_kilianii	Yes	GCA_003130285_1	GCA_003130285.1	PN_522	no	NA	G_1055
A_kilianii_str_MELO_83_id_GCA_003130675_1	A_kilianii_str_MELO_83_id_GCA_003130675_1	A_kilianii	Yes	GCA_003130675_1	GCA_003130675.1	MELO_83	no	NA	G_1056
A_kilianii_str_MELO_68_id_GCA_003130665_1	A_kilianii_str_MELO_68_id_GCA_003130665_1	A_kilianii	Yes	GCA_003130665_1	GCA_003130665.1	MELO_68	no	NA	G_1057
A_kilianii_str_MELO_94_id_GCA_003130645_1	A_kilianii_str_MELO_94_id_GCA_003130645_1	A_kilianii	Yes	GCA_003130645_1	GCA_003130645.1	MELO_94	no	NA	G_1058
A_kilianii_str_PN_491_id_GCA_003129965_1	A_kilianii_str_PN_491_id_GCA_003129965_1	A_kilianii	Yes	GCA_003129965_1	GCA_003129965.1	PN_491	no	NA	G_1059
A_kilianii_str_PN_516_id_GCA_003130305_1	A_kilianii_str_PN_516_id_GCA_003130305_1	A_kilianii	Yes	GCA_003130305_1	GCA_003130305.1	PN_516	no	NA	G_1060
A_aphrophilus_str_F0387_id_GCA_000231255_1	A_aphrophilus_str_F0387_id_GCA_000231255_1	A_aphrophilus	Yes	GCA_000231255_1	GCA_000231255.1	F0387	yes	HMT_545	G_1061
A_actinomycetemcomitans_str_DR54501_id_GCA_021310315_1	A_actinomycetemcomitans_str_DR54501_id_GCA_021310315_1	A_actinomycetemcomitans	Yes	GCA_021310315_1	GCA_021310315.1	DR54501	no	NA	G_1062
A_actinomycetemcomitans_str_PN_688_id_GCA_008085355_1	A_actinomycetemcomitans_str_PN_688_id_GCA_008085355_1	A_actinomycetemcomitans	Yes	GCA_008085355_1	GCA_008085355.1	PN_688	yes	HMT_531	G_1063
A_actinomycetemcomitans_str_K4_id_GCA_021309495_1	A_actinomycetemcomitans_str_K4_id_GCA_021309495_1	A_actinomycetemcomitans	Yes	GCA_021309495_1	GCA_021309495.1	K4	no	NA	G_1064
A_actinomycetemcomitans_str_K17_id_GCA_021309575_1	A_actinomycetemcomitans_str_K17_id_GCA_021309575_1	A_actinomycetemcomitans	Yes	GCA_021309575_1	GCA_021309575.1	K17	no	NA	G_1065
A_actinomycetemcomitans_str_102_A_id_GCA_021309895_1	A_actinomycetemcomitans_str_102_A_id_GCA_021309895_1	A_actinomycetemcomitans	Yes	GCA_021309895_1	GCA_021309895.1	102_A	no	NA	G_1066
A_actinomycetemcomitans_str_SA15_id_GCA_021309365_1	A_actinomycetemcomitans_str_SA15_id_GCA_021309365_1	A_actinomycetemcomitans	Yes	GCA_021309365_1	GCA_021309365.1	SA15	no	NA	G_1067
A_actinomycetemcomitans_str_PN_567_id_GCA_008085395_1	A_actinomycetemcomitans_str_PN_567_id_GCA_008085395_1	A_actinomycetemcomitans	Yes	GCA_008085395_1	GCA_008085395.1	PN_567	yes	HMT_531	G_1068
A_actinomycetemcomitans_str_K3_id_GCA_021309505_1	A_actinomycetemcomitans_str_K3_id_GCA_021309505_1	A_actinomycetemcomitans	Yes	GCA_021309505_1	GCA_021309505.1	K3	no	NA	G_1069
A_actinomycetemcomitans_str_PN_740_id_GCA_008084205_1	A_actinomycetemcomitans_str_PN_740_id_GCA_008084205_1	A_actinomycetemcomitans	Yes	GCA_008084205_1	GCA_008084205.1	PN_740	yes	HMT_531	G_1070
A_actinomycetemcomitans_str_HK_1819_id_GCA_021308725_1	A_actinomycetemcomitans_str_HK_1819_id_GCA_021308725_1	A_actinomycetemcomitans	Yes	GCA_021308725_1	GCA_021308725.1	HK_1819	no	NA	G_1071
A_actinomycetemcomitans_str_PN_563_id_GCA_008085025_1	A_actinomycetemcomitans_str_PN_563_id_GCA_008085025_1	A_actinomycetemcomitans	Yes	GCA_008085025_1	GCA_008085025.1	PN_563	yes	HMT_531	G_1072
A_actinomycetemcomitans_str_153G_id_GCA_021310335_1	A_actinomycetemcomitans_str_153G_id_GCA_021310335_1	A_actinomycetemcomitans	Yes	GCA_021310335_1	GCA_021310335.1	153G	no	NA	G_1073
A_actinomycetemcomitans_str_HK_1002_id_GCA_003130185_1	A_actinomycetemcomitans_str_HK_1002_id_GCA_003130185_1	A_actinomycetemcomitans	Yes	GCA_003130185_1	GCA_003130185.1	HK_1002	yes	HMT_531	G_1074
A_actinomycetemcomitans_str_HK_929_id_GCA_003130245_1	A_actinomycetemcomitans_str_HK_929_id_GCA_003130245_1	A_actinomycetemcomitans	Yes	GCA_003130245_1	GCA_003130245.1	HK_929	yes	HMT_531	G_1075
A_actinomycetemcomitans_str_SA2876_id_GCA_021309345_1	A_actinomycetemcomitans_str_SA2876_id_GCA_021309345_1	A_actinomycetemcomitans	Yes	GCA_021309345_1	GCA_021309345.1	SA2876	no	NA	G_1076
A_actinomycetemcomitans_str_K_51_id_GCA_008085175_1	A_actinomycetemcomitans_str_K_51_id_GCA_008085175_1	A_actinomycetemcomitans	Yes	GCA_008085175_1	GCA_008085175.1	K_51	yes	HMT_531	G_1077
A_actinomycetemcomitans_str_CU1000_id_GCA_017160775_1	A_actinomycetemcomitans_str_CU1000_id_GCA_017160775_1	A_actinomycetemcomitans	Yes	GCA_017160775_1	GCA_017160775.1	CU1000	no	NA	G_1078
A_actinomycetemcomitans_str_IDH781_id_GCA_017160955_1	A_actinomycetemcomitans_str_IDH781_id_GCA_017160955_1	A_actinomycetemcomitans	Yes	GCA_017160955_1	GCA_017160955.1	IDH781	no	NA	G_1079
A_actinomycetemcomitans_str_333M_id_GCA_021309795_1	A_actinomycetemcomitans_str_333M_id_GCA_021309795_1	A_actinomycetemcomitans	Yes	GCA_021309795_1	GCA_021309795.1	333M	no	NA	G_1080
A_actinomycetemcomitans_str_SC1083_id_GCA_000226755_2	A_actinomycetemcomitans_str_SC1083_id_GCA_000226755_2	A_actinomycetemcomitans	Yes	GCA_000226755_2	GCA_000226755.2	SC1083	yes	HMT_531	G_1081
A_actinomycetemcomitans_str_I23C_id_GCA_000226835_3	A_actinomycetemcomitans_str_I23C_id_GCA_000226835_3	A_actinomycetemcomitans	Yes	GCA_000226835_3	GCA_000226835.3	I23C	yes	HMT_531	G_1082
A_actinomycetemcomitans_str_AAS4A_id_GCA_000332895_2	A_actinomycetemcomitans_str_AAS4A_id_GCA_000332895_2	A_actinomycetemcomitans	Yes	GCA_000332895_2	GCA_000332895.2	AAS4A	yes	HMT_531	G_1083
A_actinomycetemcomitans_str_SCC2302_id_GCA_000226855_3	A_actinomycetemcomitans_str_SCC2302_id_GCA_000226855_3	A_actinomycetemcomitans	Yes	GCA_000226855_3	GCA_000226855.3	SCC2302	yes	HMT_531	G_1084
A_actinomycetemcomitans_str_D17P_2_id_GCA_000241005_3	A_actinomycetemcomitans_str_D17P_2_id_GCA_000241005_3	A_actinomycetemcomitans	Yes	GCA_000241005_3	GCA_000241005.3	D17P_2	yes	HMT_531	G_1085
A_actinomycetemcomitans_str_SCC1398_id_GCA_000226815_3	A_actinomycetemcomitans_str_SCC1398_id_GCA_000226815_3	A_actinomycetemcomitans	Yes	GCA_000226815_3	GCA_000226815.3	SCC1398	yes	HMT_531	G_1086
A_actinomycetemcomitans_str_SCC4092_id_GCA_000332935_2	A_actinomycetemcomitans_str_SCC4092_id_GCA_000332935_2	A_actinomycetemcomitans	Yes	GCA_000332935_2	GCA_000332935.2	SCC4092	yes	HMT_531	G_1087
A_actinomycetemcomitans_str_S23A_id_GCA_000332955_2	A_actinomycetemcomitans_str_S23A_id_GCA_000332955_2	A_actinomycetemcomitans	Yes	GCA_000332955_2	GCA_000332955.2	S23A	yes	HMT_531	G_1088
A_actinomycetemcomitans_str_SC383s_id_GCA_001596415_1	A_actinomycetemcomitans_str_SC383s_id_GCA_001596415_1	A_actinomycetemcomitans	Yes	GCA_001596415_1	GCA_001596415.1	SC383s	yes	HMT_531	G_1089
A_actinomycetemcomitans_str_D18P1_id_GCA_000226795_3	A_actinomycetemcomitans_str_D18P1_id_GCA_000226795_3	A_actinomycetemcomitans	Yes	GCA_000226795_3	GCA_000226795.3	D18P1	yes	HMT_531	G_1090
A_actinomycetemcomitans_str_SA3033_id_GCA_001596385_1	A_actinomycetemcomitans_str_SA3033_id_GCA_001596385_1	A_actinomycetemcomitans	Yes	GCA_001596385_1	GCA_001596385.1	SA3033	yes	HMT_531	G_1091
A_actinomycetemcomitans_str_SC936_id_GCA_001596235_1	A_actinomycetemcomitans_str_SC936_id_GCA_001596235_1	A_actinomycetemcomitans	Yes	GCA_001596235_1	GCA_001596235.1	SC936	yes	HMT_531	G_1092
A_actinomycetemcomitans_str_A160_id_GCA_000332915_2	A_actinomycetemcomitans_str_A160_id_GCA_000332915_2	A_actinomycetemcomitans	Yes	GCA_000332915_2	GCA_000332915.2	A160	yes	HMT_531	G_1093
